Name,RA (1950),Dec m_Zw,V_h,sig sour,Ty,D1,D2,BT   UGC,CfARFN,Comments
N 697,14830.9,22064312.7,3117,512212,4X R,5.1,1.7,1317,T13922,
01485+3549,14832.8,35490614.5,5310,510661,20,0.9,0.6,1319,,KDG43A\\&B
01486-0140,14836,-1400015.3,5655,3212700,,,,,T02664,AK60
01487+1253,14842,12530015.5,4821,2510619,5A s,1.5,1.3,1322,,
01487+3258,14842,32580015.3,10168,321-1,,,,,T19147,
01487+3315,14842,33150015.5,11244,331-1,,,,,T19170,VZw125
01487-0119,14842,-1190015.5,12939,3612700,,,,,T02702,
01489+3008,14852,30082315.2,7569,2010642,,0.6,0.3,,,
01488+1851,14853,18512614.6,10059,3412700,3B,1.6,1.1,1324,T13702,
A0148+3614,14856.9,36142115.5,4435,2594202,,0.5,0.3,,,
01489+0800,14859,8003714.2,5538,1612712,-7,1.8,1.8,1325,S04153,KDG44A
01490+0803,14900,8030015,5551,2812712,-7,1.1,1.1,1326,T03732,KDG44B
01490+3018,14900,30180014.9,4667,4612700,-3,1.4,0.7,1327,T21491,
01491+1648,14908.3,16482614.7,4679,4212700,5A,1.6,1.1,1328,T19645,
01491+4240,14908.4,42401914.7,6184,5012700,5A,1,0.6,1331,T23162,
01492+3908,14909.8,39080614.9,6910,20012411,,,,,,VZw132
01492+3510,14911.1,35100415.1,4877,13913300,,,,,,VZw131
N 706,14913.2,6025613.2,4980,510620,5A,2.1,1.7,1334,T00856,
01493+3547,14920.5,35472415.5,4595,5414201,-2,0.5,0.3,,,
N 700,14920.6,35472515.5,4619,321-1,,,,,T21737,
01494+3117,14924,31170015.1,9985,1510661,2,0.8,0.4,503042,T21751,
01494+3533,14925.7,35330115.2,4099,10012102,3A,1,0.8,1338,,
01495+3536,14928.6,35363615,3998,4112700,-2B,1.2,1.1,1339,T19911,
01497+3615,14937.9,36151614,4398,10012102,1B,1.7,0.8,1344,,
N 704A,14941.5,35525014.5,4730,6H2324,,0.6,0.5,1343,,
N 703,14943.3,35553014.5,5580,812324,-3,1.2,0.9,1346,,
N 711,14944.3,17160014.5,4928,4712700,-2,1.7,0.8,1342,T02089,
N 705,14945.2,35535114.5,4514,1212324,0,1.2,0.25,1345,,VIZw90
01498+3622,14948.9,36222113.9,5543,210661,5X,1.4,1.2,1347,,
N 708,14950,35542114.8,4855,1612324,-5,3,2.5,12.1001348,,
N 709,14954,35590015.2,3338,13913300,,,,,,
N 710,14957.6,35482814.3,6125,710661,5A,1.7,1.7,1349,T06088,
01500+0105,15000,1050015.3,8272,4512700,,,,,T02661,
01500+3615,15000.7,36160114.5,5287,2010661,3B,2.1,1.5,1350,,
N 712,15011.5,36342513.9,5286,10012102,-2,1.3,1,1352,,
I1743,15018.8,12274314,4557,412212,1B,2.1,0.9,1351,T00854,
I1742,15024,22290015.2,9768,912212,,,,,T13290,
01504+3643,15025.7,36423514.4,5055,13913300,-3,1.2,1,1353,,VIZw93
01505+4343,15032.5,43431314.2,6247,3412754,3X,1.7,1.6,1355,T11903,
N 714,15033,35582913.9,4470,10012102,0,1.6,0.35,1358,,
N 718,15036.5,3570312.8,1 1733,902212,1X s,2.6,2.2,12.5001356,T02591,
01506+1942,15036.7,19423015.4,9128,4312700,1A,1.3,0.3,1357,T13714,
01508+3114,15048.5,31133715.3,10082,1810661,5,0.6,0.4,503048,,
01508+2941,15050.3,29411114.2,7683,2912700,3,0.9,0.8,1359,T03603,
01509+3632,15052.7,36323015.1,4686,1310661,5,0.6,0.6,522051,T22056,
01509+3606,15053.3,36061515.3,4151,712324,,,,,,
01509+0809,15054,8090015.5,5268,3412700,,,,,T13834,
N 719,15054,19352014.7,9143,3112700,-1,1.4,1.1,1360,T13715,
01509+3618,15056.2,36202715.3,5743,410661,5,1.2,0.4,522050,,
N 717,15058.3,35590114.7,4968,13913300,0,1.5,0.22,1363,,
01510+3623,15059.8,36234215.4,5655,331-1,,,,,T23053,
01513+3540,15114.7,35403815.2,4387,351-1,,,,,T19910,
01513+3152,15118,31520015.1,13496,951-1,,,,,T19909,
01514+3622,15122.5,36230514.7,5113,810661,5B,1.7,0.45,1366,T02188,
01514-0100,15124,-1000014.6,4840,3512700,20,1.2,0.45,1365,T02233,
01515+0737,15130,7370015,8085,3212700,2A,1.6,0.6,1368,T13716,
01515+1751,15130.5,17512014.9,4936,3712700,5A,1.6,1.2,1369,T19711,
N 721,15145.8,39081613.8,5597,1012212,5B,1.8,1,1376,,
01518+1949,15147.8,19493015,9197,3412700,5B,1.2,1.1,1375,T15263,
01517+1725,15147.9,17254015.1,6865,3812700,20,1.2,0.5,1372,T17317,
01518-0052,15148,-520014.7,4866,2112700,,,,,T02234,
I1746,15148,4333015.1,5282,4112700,-2,1.5,0.5,1371,T26804,2539 17 (2212)
01519+3717,15155.6,37170015.4,4589,1710661,0,0.7,0.5,522057,T21810,
01520+3641,15156.4,36402314.2,5529,2712731,0B R,0.8,0.6,1385,T04009,"MK2,MCG 6-5-44"
01519+7302,15159.3,73020014.8,2940,2010631,3B,5,3.4,1378,,
01520+0510,15200,5100015.5,5882,321-1,,,,,T23152,
01520+1748,15200,17480015,5093,191-1,,,,,S19712,
01521+3638,15201.1,36372915.2,5033,1910661,3,0.6,0.6,522061,T21852,
01521+3511,15201.6,35102915.1,16200,10504,,,,,,"AK62,MK1010,4640 32 (-105)"
N 722,15202.4,20271314.6,4903,3412700,20,2.1,0.7,1379,T15595,
01521+3641,15204.3,36403115.2,5619,1510661,3,0.9,0.5,522062,,
01521-0024,15206,-240014.7,5593,2512700,-7,,,1382,T02572,
01522+3601,15213.7,36010015.4,4540,310661,6,1.1,0.9,1387,,
01522+4619,15213.9,46184715.2,6568,441-1,,,,,T25087,
I 171,15214.2,35020813.8,5359,810661,3,2.5,2.2,1388,,
I 172,15218,330014.6,8173,3612700,,,,,T02501,
01524+3603,15224.2,36034215.5,4368,1510661,3,1,0.22,1390,T22059,
01524+4719,15228.2,47185715.4,16580,371-1,,,,,T18989,
01525+5203,15230,52030015.2,8029,491-1,,,,,T25467,
01525+0508,15230.2,5074315.5,5491,3112700,,,,,T23153,
01526+4634,15234.4,46332615,6388,2010631,1,2.3,1.3,1394,,
01525+0946,15236.3,9460515.5,5928,2010617,5,1.5,0.1,1391,,
01527+3709,15239.6,37091115.5,14676,291-1,,,,,T23038,
01527+0826,15242,8260015.3,5646,3612700,,,,,T13835,
01527+0621,15244.7,6220214.5,5208,3612707,3A,1.7,1.5,1395,T02191,Sy2
01528+2105,15252.3,21042015.1,4903,5513700,-2,1.1,0.5,1396,,KDG45B
01530+1745,15300,17450015.2,4979,271-1,,,,,T17038,
01530+3245,15300,32450015,5002,2912700,-2,1.1,0.5,1397,T19402,
01530+3653,15300.7,36530814.9,5216,810661,5,1.4,1.2,1398,,
01531+1442,15306,14420015.2,13148,3112700,,,,,T11701,
01532+3553,15307.3,35531013.8,5320,3510661,3A,2.5,0.35,1400,T21752,Superposed Star
01531+1748,15310.5,17480015.1,5256,2312700,-2,1,0.7,1399,T17037,
I 173,15324,1020014.9,13916,3010400,3B s,1.1,0.9,1402,,
01534+3520,15324.7,35194215.2,5371,321-1,,,,,T19405,VZw144
I1748,15325.4,17235614.7,11279,3912700,4X,1.2,0.8,1403,T10081,
01535+0532,15330,5320015.5,5200,421-1,,,,,T23526,
01535+1033,15330,10330015,6098,2812700,,,,,T11486,
N 732,15330,36332514.9,5894,1112324,-2,1.6,1.1,1406,,"AK64,MK1011"
01536+3705,15332.3,37052915.5,5497,211-1,,,,,T23016,
I1749,15333.6,6300314.8,5108,3212700,-2,1.2,0.9,1407,T12290,
01536+0521,15336,5210015,5296,2712700,,,,,,AK65 (900 0504)
01537+0424,15340.6,4241615.5,4971,3012700,5A,1.8,0.2,1410,T24878,
I 174,15342,3310014.6,5207,3812700,-1,1.7,1.2,1409,T23528,
I1751,15342.1,5242815.1,6351,3812700,,,,,T23527,
N 735,15342.5,33555413.9,4629,310661,3A,1.8,0.8,1411,,VZw146
01537+3521,15343.3,35205115.3,5230,710661,5,0.8,0.5,522079,T19406,
N 741,15344.2,5230613.2,5553,1812700,-5,3,3,12.3001413,S03730,"IIIZw38A,VV175"
N 736,15346.3,32475813.8,6 4366,400 0 0,-3A P,1.8,1.6,13.2001414,,VIZwIII
01538+3608,15346.5,36082614.5,4796,13913300,0,1.1,0.25,1415,,
N 742,15347.2,5225514.8,5900,8013625,-6,,,,,"IIIZw38B,VV175"
I1750,15348,3500015.4,5705,4112700,0,1,0.2,1412,T24879,
01538+3639,15348.3,36383514.9,5470,510661,3,1.3,0.7,1416,T02189,
01539+3545,15351.4,35445915.3,14519,571-2,4,0.6,0.6,522082,M10064,6669 14 (0661)
N 738,15354,32490015.5,4379,281-1,,,,,T19404,
01539+4006,15356.1,40055214.5,5348,5812700,-2,1.7,1.3,1418,T22057,
01539+3127,15356.6,31273614.9,5236,9710002,,,,,,"MK1167,MCG 5-5-29"
01540+1446,15359.8,14460614.9,4607,3212700,20,1,0.6,1420,T11704,
01540-0025,15400,-250015.5,14322,4312700,,,,,T02693,
N 739,15400,33010014.8,4528,3412700,,,,,T19566,
N 740,15400.4,32461914.9,4608,612212,5,1.7,0.3,1421,T19403,
01541+0534,15406,5340015.4,5668,341-1,,,,,T23132,
01542+3233,15412.8,32324114.3,4583,2010622,10,1.3,0.5,1422,,
01543+0532,15415.1,5315114.6,5432,4012700,15,1.7,0.5,1425,T23133,
01543+0347,15418,3470015.4,5152,461-1,,1.1,1.1,1424,T24880,
I 176,15420.6,-2154215,4449,3412700,5A,2.4,0.6,1426,T02665,
01544-0053,15421.4,-530215.5,5786,2712700,,,,,T02696,
01544+0548,15424,5480014.7,5235,5612700,-2,1.1,0.7,1427,T23334,
01544+1732,15424,17320015.2,5217,311-1,,,,,T19637,
I1753,15424,28200015,10188,4210002,,,,,,"AK68,VZw149,VIZw122,MCG 5-5-33"
I 177,15430,-200015.4,13543,3812700,,,,,T02694,
I1755,15430,14190014.8,7930,2912700,1A,1.6,0.4,1428,T10306,
I1756,15431.8,-424515.5,6648,3712700,5A,1.5,0.25,1429,T02695,
01546+0419,15436,4190014.6,5602,541-1,,,,,T23572,
N 750,15437.6,32580013.6,7 5253,1702700,-7  P,2.5,1.7,13.200143,S07330,"VIZw123,VV189,Arp166,KDG46A"
N 751,15438,32574013.9,8 5318,240-1,-5  P,2.5,1.7,13.5001431,T07329,"VIZw123,VV189,Arp166,KDG46B"
01547+3600,15441.4,36004115.4,4540,3112700,0,1.5,0.5,1434,T21722,
01547+1658,15442,16582714.8,8054,2010617,4A,1,0.7,1432,,"VV12,MCG 3-6-4,Arp56"
01548+0522,15444.9,5220015,5607,1712700,20,1.4,0.7,1435,T23134,
N 746,15445,44402613.8,712,1510200,10,2.2,1.6,1438,,
N 753,15445.3,35402113.2,5 4903,200661,4X3T,3.3,2.1,13.0001437,,
01548+1632,15448,16320014.7,8029,401-1,,,,,T10082,
01549+3707,15451.7,37070915.5,4835,1510661,3A,1.1,0.18,1441,30197,
N 759,15452.8,36055613.7,4667,1412324,-7,1.8,1.8,1440,,
N 761,15454.8,33080314.5,5019,912212,0B,1.7,0.5,1439,T19567,"VV425,MCG 5-5-36"
01549+2737,15458,27372015.2,8100,11010002,,,,,,"MK364,VZw155"
01551+3720,15507,37200715.3,4669,13913300,,,,,,"MK1170,VZw157"
01554+2106,15524,21060014.8,4990,291-1,,,,,T13620,
A0155+0312,15525.3,3123915.5,4879,39H-1,,,,,T19677,
01555+0308,15527.3,3073514.9,4807,3712700,,1.5,0.5,1446,T02592,
01554+1852,15528.5,18512015.1,4937,3012700,-2,1.2,0.8,1445,T15091,
01555+4420,15528.7,44195715.1,5119,1812700,5A,1.2,1.2,1447,T23560,
01556+0150,15534.4,1492615.1,6276,3312700,5A,1.3,0.35,1448,T03760,
01556+3829,15535.4,38283515.3,5060,4612754,,,,,T13823,
01556+0250S,15536,2500014.5,5431,35H2700,9B P,0.45,0.35,01449A,T02482,"MK582SW,KDG47A,Arp126,VV122"
01556+0250W,15536,2500015,5551,36H2700,,2.2,0.9,01449B,T02483,"MK582NE,KDG47B,VV122,Arp126"
01556+2044,15536,20440015,5128,401-1,,,,,T13621,
01556+2507,15540.8,25070014.3,4916,2912700,3B,1.3,0.7,1451,T03733,
I 178,15556.9,36255814,4838,410661,2,1.4,0.9,1456,,
N 765,15558.7,24385614.2,5117,2912700,4,3,3,1455,T03734,
01561-0142,15603,-1420014.9,4992,2512700,-7,0.7,,,T02238,"AK69,KDG48B"
N 766,15603.5,8062014.4,8104,3912700,-7,2,2,1458,T02092,
N 768,15606.5,171314.3,6994,1912700,3A,2.1,1.2,1457,S02667,KDG49A
01561+3601,15607.3,36005715,4874,3912700,1A,1.5,0.9,1460,T22054,
01561+3549,15609.1,35491415.4,5469,1210661,5A,1.6,0.2,1459,T19890,
I1761,15618,190015.5,7019,3312700,20,0.7,,,T02668,KDG49B
01564+3635,15623.4,36350215,4817,13913300,,,,,,
01564+0617,15624,6170015.4,15309,321-1,,,,,T13273,
01564+2410,15624,24100014.8,3871,3512700,,,,,T15118,
N 770,15628.2,18424614.2,2543,2212712,-5,1.1,0.8,1463,T00829,"Arp78-G1, 2455 10 (0651)"
N 772,15635.3,18455011.3,2458,312212,3A1s,8,5,11.1001466,T00828,Arp78
01566-0008,15637.5,-75715,5807,3512700,,,,,T02235,
N 769,15642.5,30400113.4,4418,3112700,20,0.9,0.4,1467,T04108,AK70
01568+2712,15648,27120015.2,5268,311-1,,,,,T15376,
N 774,15653,13455814.4,4595,2312700,-2,2,1.5,1469,T02221,
01570+3621,15700.6,36205715.4,5334,710661,3,0.6,0.3,522099,T22055,
N 776,15706.5,23240613.4,4921,512212,-3X,1.9,1.9,1471,T15861,
I 179,15712,37464313.4,4209,2312700,-7,1.8,1.5,1475,T02640,
I 180,15712,23220015.3,4908,281-1,,,,,T13292,
01572+3721,15712.2,37214215,4049,610661,8B,1.6,1.2,1474,,
I 182,15713.8,7101114.6,4695,2912700,3B,2,1.7,1473,T13205,
01573+3148,15718,31480015.4,5033,331-1,,,,,T19788,
N 777,15721.2,31112213,9 5040,2022700,-5,2.8,2.2,12.3701476,T10083,
N 778,15725.6,31041914.2,5433,2912700,-2,1.1,0.5,1480,T19604,
01574+2400,15727.4,24004514.6,4846,2010624,5B,1,0.9,1478,,
N 781,15728.1,12244814,3483,2012700,3,1.7,0.5,1482,T00857,
01574+2414,15729.5,24134614.8,4927,2010624,20,1.1,0.25,1479,,
I1764,15734.7,24202514.5,5029,3112700,3,1.7,1.7,1486,T03638,
01576+2939,15736.7,29391315.5,11516,2010642,,0.6,0.5,,,
01576+2052,15738.2,20521614.6,4850,3012700,15,1.1,0.8,1485,T10084,
N 780,15742,27590014.6,5223,271-1,15,1.8,1,1488,T15119,VZw164
01578+2103,15745.6,21024514.1,3088,512812,12:00 PM,0.5,0.22,1490,T03542,
01578+1619,15748,16190014.9,9631,321-1,,,,,T17318,
01578+4555,15749.8,45540114.9,6945,4212700,0,1.5,0.4,1492,T25110,
01579+0225,15751.1,2254915.3,23631,7212700,,,,,T02670,MK584
I 186,15751.7,-1473615.3,12762,3312700,,,,,T02666,West
01579+3758,15755.1,37581214,4137,610661,2X,2.3,0.8,1493,,
01579+5016,15755.2,50155614.4,4865,5514302,15,0.8,0.6,01493A,,
01580+3833,15759.3,38323615.2,5660,301-1,,,,,T22058,
01580+5500,15759.4,55004115.5,8396,181-1,,,,,T23101,
01582+1456,15812,14560014.6,4646,2612700,-2,2,1.2,1496,T10331,
01582+2311,15812,23110015.2,5029,3312700,,,,,T13291,
N 783,15812.2,31382812.8,5190,510912,5,1.7,1.4,1497,,"I1765,MK1171"
01583+2636,15818,26360014.8,4993,261-1,,,,,T15120,
01583+0804,15820.1,8041514.4,4690,3412700,7,1,0.5,1498,T15862,
01584+3305,15824.6,33051514.4,5051,2712700,-7,1,0.9,1503,T05617,
N 784,15825,28354712.1,198,110912,9B,6.8,1.8,12.2601501,T03622,
01584+4446,15825.7,44454314.8,7163,6810002,0,1.3,0.9,1504,,
01585+0617,15830,6170014.7,5941,3012700,-2,1.1,0.4,1505,T13274,
01585+4610,15832.8,46094915.5,6600,291-1,,,,,T24722,
01587+2615,15840.3,26142813.9,5179,2312700,1B,2.1,0.8,1507,S03707,
N 786,15841.6,15242314.3,4465,3612700,7,0.8,0.7,1506,T02086,KDG50A&B
01587+4605,15845.8,46052415.5,6558,411-1,,,,,T24723,
N 785,15846.1,31350613.9,4942,2712700,-3,1.5,0.9,1509,T19620,I1766
01588-0133,15848,-1323915.5,11838,3112760,,,,,T02703,MK1015
01589+2618,15855.8,26182014.4,5009,1510613,1X s,0.6,0.3,1510,T03802,"AK71,Sy"
01590+2327,15900,23270015.5,4727,3812700,,,,,T13582,
N 791,15906,8150014.8,8035,4212700,-7,1.6,1.6,1511,T12291,
I 189,15906,23190014.9,12347,912212,,,,,T13583,
01591+1601,15908.8,16005314.6,4570,2412700,0,1.5,0.5,1512,T16762,
01592+2052,15913.2,20513014.7,9112,3212700,15,1.5,1.4,1514,T10449,
I 190,15918,23190015.1,4769,912212,,,,,T13584,
01595+0812,15930,8120015.2,7982,3512700,,,,,T12292,
N 792,15930.6,15280914.6,4614,2912700,-2,1.8,1,1517,T02087,
N 789,15931.2,31495614,5267,812212,15,0.7,0.3,1520,T04107,
I1770,15936,9440015.4,4596,2612700,-2,1.5,1.4,1522,T13276,KDG51A
I1771,15936,9430015.4,4778,3512700,-7,,,,T13275,KDG51B
N 800,15936.8,-220314.7,6012,3312700,5A,1.3,1,1526,T02220,KDG52A
N 799,15938.6,-202914.2,5834,2612700,1B,2.5,2,1527,T02219,KDG52B
N 794,15944.6,18080014,8225,2412700,-3,1.3,1.1,1528,T00844,I 191
01598+2720,15948,27200015,4922,261-1,,,,,T15121,
I 193,15948,10510014.7,4649,912212,5A,1.9,1.9,1529,T10330,
I 192,15950.2,15464014.8,3918,2712700,-2,1,0.8,1530,T10465,
01598+1655,15950.6,16555315.1,8162,3312700,3A,1.4,0.5,1531,T19249,
01598+4447,15951.5,44465915.3,7308,3112700,,1,0.8,1532,T25109,
01599+2620,15954,26200015.4,14601,2010624,5X,1.1,0.9,1533,,
01599+2726,15954,27260015.3,5044,301-1,,,,,T15122,
02003+0717,20018,7170015.4,7495,4312700,4A,1.2,0.6,1536,T13206,
N 798,20024,31500014.7,5089,3112700,-7,1.2,0.5,1539,T19621,
N 797,20027.7,37523913.1,5654,412212,5X,1.9,1.4,1541,,
I 194,20030,2222515.4,6358,2112700,3A,1.7,0.22,1542,S02571,
02006+2148,20033,21480015,2640,110912,10B9,2.2,2,1547,,DDO17
02006+1824,20035.5,18232714.8,2376,1510400,5X s,1.2,1.2,1546,,
02006+0525,20036,5250015,5513,3612700,0,1.1,0.3,1545,T25059,
02007+2604,20042,26040014.6,4959,2912700,0,1,0.22,1549,T15391,
02007+4246,20043.6,42454515.2,9046,301-1,,,,,T26751,MCG 7-5-10
N 801,20044.5,38011313.5,5763,512212,5,3.3,0.7,1550,,
02008+2602,20048,26020014.9,4987,381-1,,,,,T15392,
02008+2350,20048.4,23500314.1,2669,512812,8B8,3,1.5,1551,T23484,
02010+0433,20058.9,4324515.5,4700,2412700,5A,1.4,0.9,1553,T25191,
02009+4744,20059.2,47441014.7,4681,3012700,-2B,1.1,0.9,1552,T25296,"MCG 8-4-16,VZw172"
02010+1804,20100,18040015.5,8345,441-1,,,,,T13622,
02010+2541,20100,25410014.7,4884,241-1,,,,,T15566,
I 195,20100,14280014.3,3648,2812712,-2,1.5,0.8,1555,T04131,"KDG53A,Arp290"
N 803,20101.7,15473113.3,0 2099,500620,5A s,3.5,1.6,13.0101554,T10139,
02011+1925,20106,19250015.5,8345,381-1,,,,,T13623,
N 804,20106,30350014.7,5269,2812700,-2,1.4,0.25,1557,T19605,
I 196,20107.4,14300014.2,3640,2112712,-3B,3,1.5,1556,T04132,"KDG53B,Arp290"
02012+1925,20110.8,19254314.9,8501,3212700,3B,1.4,0.7,1560,T10085,
02012+2358,20112,23580014.7,610,412812,10,1.5,1,1561,,"VZw173,VV568,MCG 4-5-48"
02012+4532,20113.5,45321315,7426,301-1,-7,1.4,0.7,1562,T24705,VZw175
I1774,20116.3,15045415.2,3619,5012118,5X,1.9,1.7,1559,T21932,
02014+4532,20123,45320115.4,7987,371-1,,,,,T24903,
02014+4742,20124.9,47415615.5,4964,5712700,-7,1.3,1.3,1563,T25175,
02014+2825,20126,28250714.7,4591,6610002,,,,,,MK365
I 197,20129.8,2325014.3,6332,1912700,4B,1,0.5,1564,T02570,
N 805,20137.5,28342014.7,4546,3112700,-2B,1.1,0.7,1566,T15292,
02016+2741,20140.6,27411715.4,4697,2010622,15,1.6,0.6,1565,,
02019+3202,20156.9,32023315.5,6992,3812700,,0.9,0.6,,T19662,
02020+2112,20157.4,21115015.5,9183,3712700,2A,1.1,0.15,1570,T13793,
N 807,20203,28450013.8,4683,2012700,-7,2.2,1.6,1571,T03592,4800 37 (3528)
02021+0818,20205.2,8181714.3,3510,110658,6,1.5,0.4,1572,T02231,
02022+1111,20212,11110015.5,7822,4912700,,,,,T11705,
02023+3434,20219.6,34330215.4,11909,331-1,,,,,T21575,
02025+2452,20230,24520015.5,4853,351-1,,,,,T15338,
02025+3056,20232.2,30562014,5278,2010617,3B,2.4,2.7,1577,,
02025+3442,20233.4,34404815.5,11029,3312700,,,,,T21576,
02026+0941,20233.7,9410315.2,7731,2212700,20,1.5,0.3,1580,T13836,
02026+3440,20235.9,34382715.2,4415,210661,5,1.8,0.8,1581,,
02026+3936,20237.1,39355814.3,4815,2010631,5,1.4,0.5,1582,,
I1776,20237.8,5515614.4,3405,3012700,5B,2.3,2.2,1579,S02232,
N 810,20242,13000015.4,7652,4312700,-7,1.7,1.3,1583,T10320,
02029+4458,20253.5,44571714.6,5688,6810002,2X,1.2,0.9,1585,,
02029+2400,20254,24000015.4,12771,531-1,,,,,T15202,
02030+0632,20301.1,6320414.6,5658,2010617,20,1.1,0.4,1587,,
02032+2933,20310.7,29331614,5002,2812700,-3,1.9,1.4,1590,T03604,
02033+2944,20318.9,29434014.5,4835,2512700,3,1.5,0.22,1591,T03605,
I 198,20323.6,9032214.8,9244,812212,20,1.2,0.8,1592,,
02036+0924,20336,9240015.4,9247,3912700,,,,,T11519,
02036+2648,20336,26480015.5,4962,2910617,5A,1.3,0.8,1595,,
02036+2945,20336,29450014.8,4744,3312700,-2,1.3,0.9,1596,T15261,
I 199,20336,8590015.4,9260,3312700,2A,1.6,0.9,1594,T13422,
02037-0032,20342.5,-314614.6,12722,2912700,-2,1.2,1,1597,T02236,"MK1018,UM393,Sy1"
N 812,20343.2,44201212.8,5163,1012212,20,3.2,1.5,1598,,
I1779,20354,3270015.2,9570,3712700,,,,,T02593,
I 200,20355.5,30551715.2,3846,912212,,0.6,0.5,,T19445,
02040+4244,20402.4,42434015.5,5598,2112700,4B,1.3,0.2,1601,T24904,
02040+3440,20402.5,34384915.1,10905,311-1,,,,,T19774,
I1780,20406,14290015.5,10420,3012700,,,,,T11700,
02042+3244,20412,32440014.9,11982,3013700,20,,,,,KDG54A
02043+3652,20417.6,36513315,5150,3512700,-1,1.5,0.9,1604,T21933,VIZw169
I1781,20419.4,-452015.3,13035,4512700,,,,,T02671,
02044+3244,20424,32440014.8,11126,3013700,20,,,,,KDG54B
02044+0754,20425.1,7533715.4,3438,3512700,15,1.6,0.6,1605,T13424,
02045+4523,20433.3,45230514.2,6261,2010631,3B,2.1,0.8,1607,,
02047+4437,20443.1,44362215.3,6520,3012700,3A,1.3,0.3,1609,T24842,
I 202,20448.9,8560015.3,9121,3412700,3A,1.6,0.25,1610,T13423,
02048+4321,20449.1,43210615.5,8399,5912700,5A,1.4,1.1,1612,T25239,
N 817,20449.4,16575113.9,4520,912212,0,0.8,0.35,1611,T00809,
02049+0152,20450.4,1524415.5,7197,3212748,1,0.4,0.3,15.84,T02586,HCG15E
I 205,20454.2,-2195914.8,8347,3112700,1B,1.1,1.1,1613,T02237,
02050+0152,20459.2,1524015.1,7117,3612748,-3,1.1,1.1,14.9501617,T02587,HCG15B
02050+0156S,20502.5,1563715.4,6244,36H2748,-3,1.2,0.9,14.8601618A,T02585,HCG15D
02051+0154,20504.8,1544515.1,7222,3012748,-3,1.1,1.1,14.580162,T02588,HCG15C
N 816,20512,29010015.3,11055,321-1,,,,,T15241,
02052+1559,20512.5,15590315,7691,4912700,5A,1.2,0.4,1622,T17239,
02053+4115,20516.7,41143314.5,5543,2010631,5X,1.7,1.7,1626,,
02053+0155,20518,1555015.2,6967,3012748,-2,1.4,0.8,14.6901624,T02589,HCG15A
02055+0139,20530.1,1392614.9,6730,3212700,20,1.1,0.35,1627,T02590,MK1174
02055+4246,20532.7,42461315.4,5556,291-1,20,1,0.4,1628,T24905,
N 821,20540.5,10453212.6,1753,612324,-5,3.3,2.2,11.8001631,T02244,
N 819,20541.3,28594814.1,6576,912212,5,0.65,0.45,1632,T03593,
02056+1444,20541.6,14440114.3,4405,3212700,3:00 PM,1.2,0.6,1630,T02222,
N 818,20542.5,38322412.7,4244,412212,5X,3.5,1.4,1633,,
N 820,20542.5,14064513.7,4418,510620,3A,1.5,0.9,1629,T15891,
02057+4659,20545.6,46590015,4978,2010631,6X,6,5.6,1634,,
02058+0056,20548,560015.5,12687,3912700,20,,,,T02701,KDG55B
I 208,20548,6100014.8,3449,3712712,3A,2.1,2,1635,T00897,KDG56A
N 825,20554.8,6051514.5,3403,1612700,1,2.5,1.1,1636,S04154,KDG56B
02061+2548,20606,25480015.4,4874,2010617,5A,1,0.5,1638,,
02061+2718,20606,27180015.4,9907,3112700,,,,,T15123,
A0206+4414,20612,44140015.5,14170,221-1,,,,,T25240,
02062+3146,20615.9,31455114.7,5008,2010622,9,1.5,1.5,1641,,
02063+0228,20616,2285815.4,12452,3312700,3B,1.2,0.5,1643,T02699,
N 827,20617.7,7440814,3458,510620,20,2.7,1.4,1640,T00830,
02063+0032,20618,320015.5,12696,2912700,,0.4,0.3,,T05413,
02064+2520,20623.6,25200414.5,4809,4012700,2,1.2,0.8,1648,T03639,
N 826,20624,30300015.4,4865,331-1,,,,,T19891,
02064+4415,20626.4,44152415.5,7604,201-1,,,,,T25443,
02064+0453,20627.7,4523815,3357,2912700,4B,2.2,0.7,1646,T23693,
02067+3534,20639.1,35333514.9,11075,331 0,-5  P,2.3,2,1651,,VZw191
02068+2100,20645.6,21004015,5191,3312700,5A,1.6,0.7,1652,T13792,
N 831,20654,5520015.2,7195,201-1,,,,,T24927,
02070+3443,20657.5,34421415.4,13975,361-1,,,,,T20107,
02070+3529,20659.1,35290114.9,10790,261-1,,,,,T19446,
02070+2917,20700,29170015.5,4904,261-1,,,,,T15124,
N 828,20707,38571913,5374,912212,1,3.5,2.7,1655,,VIZw177
02071+3628,20708.5,36280315.1,10869,3712700,5A,1.1,0.7,1654,T21518,
02072+4117,20709.6,41170815.5,5535,3112700,-7,1.4,1.2,1661,T23071,
02072+1044,20712,10440015.4,4530,3612700,20,1,0.4,1658,T11615,
02072+5205,20712,52050015.3,4732,331-1,,,,,T25297,
02072+1548,20713.6,15474914.9,8234,3312700,5B,1.7,0.7,1659,T16862,
02072+3821,20716.4,38213215.4,7262,1812700,5A,1,0.7,1660,T21519,
02073+1032,20718,10320015.3,6755,3312700,2A,1,0.35,1662,T11616,
02074+2526,20724,25260015.3,4640,3012700,,,,,T15125,
02076+2109,20730,21090015.1,9209,351-1,,,,,T13791,
02074+0725,20730.2,7243015.1,3438,3812700,5A,2.1,1,1663,T13370,
02076+4117,20733.7,41165815.4,5302,301-1,,,,,T23070,
02076-0138,20736,-1380015.5,3523,3912700,,,,,T03805,
